"Small Bottom Face Disp"
"Time (sec)","Linear Displacement3 (mm)"
3.99499999999994,-36.3051956247294
3.99999999999994,-36.0419586088852
4.00499999999994,-35.7844200858008
4.00999999999994,-35.5332178407714
4.01499999999994,-35.2889681281992
4.01999999999994,-35.0522645754966
4.02499999999994,-34.8236771910984
4.02999999999994,-34.6037514728426
4.03499999999994,-34.3930076123354
4.03999999999994,-34.1919397903565
4.04499999999994,-34.001015557897
4.04999999999994,-33.820675297052
4.05499999999994,-33.6513317557235
4.05999999999994,-33.4933696499085
4.06499999999994,-33.3471453272734
4.06999999999994,-33.2129864857257
4.07499999999994,-33.0911919407991
4.07999999999994,-32.9820314358547
4.08499999999994,-32.8857454893687
4.08999999999994,-32.8025452739212
4.09499999999993,-32.7326125219074
4.09999999999993,-32.6760994534668
4.10499999999993,-32.6331287226518
4.10999999999993,-32.6037933784279
4.11499999999993,-32.5881568377144
4.11999999999993,-32.5862528683165
4.12499999999993,-32.5980855802711
4.12999999999993,-32.6236294248135
4.13499999999993,-32.6628292008703
4.13999999999993,-32.715600069676
4.14499999999993,-32.7818275788045
4.14999999999993,-32.8613676975788
4.15499999999993,-32.9540468664758
4.15999999999993,-33.0596620637679
4.16499999999993,-33.1779808932238
4.16999999999993,-33.3087416972342
4.17499999999993,-33.4516537002153
4.17999999999993,-33.606397187568
4.18499999999993,-33.7726237258361
4.18999999999993,-33.9499564299932
4.19499999999993,-34.1379902839985
4.19999999999993,-34.3362925208911
4.20499999999993,-34.5444030687284
4.20999999999993,-34.7618350686211
4.21499999999993,-34.9880754709727
4.21999999999993,-35.2225857157815
4.22499999999993,-35.4648025025281
4.22999999999993,-35.714138654727
4.23499999999993,-35.9699840836948
4.23999999999993,-36.2317068554594
4.24499999999993,-36.4986543640254
4.24999999999993,-36.770154613423
4.25499999999993,-37.0455176100975
4.25999999999993,-37.3240368662726
4.26499999999993,-37.6049910139326
4.26999999999993,-37.8876455280432
4.27499999999993,-38.171254556563
4.27999999999993,-38.4550628537233
4.28499999999993,-38.7383078119574
4.28999999999993,-39.0202215867818
4.29499999999993,-39.3000333078616
4.29999999999993,-39.5769713684661
4.30499999999993,-39.850265784527
4.30999999999993,-40.1191506135848
4.31499999999993,-40.3828664230476
4.31999999999993,-40.640662796403
